A_f,B_f,C_f,D_f,E_f,F_f,G_f,customer_ID
0,0,1,1,0,0,2,10091765
0,0,1,1,0,0,2,10091768
1,0,1,1,0,2,3,10091774
1,0,1,1,1,2,3,10091780
1,1,1,3,1,2,1,10091783
1,0,3,3,1,0,2,10091784
1,0,1,3,1,0,2,10091786
0,0,1,3,0,0,2,10091789
0,1,1,2,0,0,2,10091790
2,0,1,2,0,2,1,10091792
0,1,3,3,0,0,2,10091793
2,1,2,3,1,1,3,10091795
1,0,3,3,0,1,1,10091797
1,1,3,3,1,2,2,10091799
1,1,1,3,1,2,1,10091802
2,1,2,3,0,2,3,10091806
1,1,3,3,0,2,3,10091811
1,0,3,3,1,2,3,10091812
0,0,3,3,0,0,2,10091815
2,0,3,3,0,0,1,10091817
1,0,2,3,1,2,1,10091823
0,0,3,3,0,0,2,10091827
2,1,3,3,1,2,3,10091831
1,0,3,3,0,0,3,10091832
1,0,2,2,1,2,1,10091833
2,0,1,3,0,3,1,10091841
1,1,3,3,1,2,4,10091842
0,0,2,2,0,0,2,10091844
2,0,3,3,0,3,3,10091845
0,0,1,3,0,2,2,10091850
2,1,4,3,1,0,4,10091855
1,0,1,3,0,2,1,10091858
1,0,2,2,0,0,2,10091862
0,1,2,3,0,0,2,10091864
1,0,2,3,1,0,2,10091868
1,1,2,2,1,1,2,10091873
1,0,3,3,1,0,2,10091874
0,0,2,2,0,0,2,10091880
1,0,3,2,1,0,2,10091881
1,0,1,3,0,2,1,10091884
0,0,3,3,0,0,2,10091885
0,0,1,3,0,0,1,10091886
1,0,3,3,1,2,3,10091888
1,0,4,3,1,0,2,10091891
1,0,1,3,0,2,2,10091899
1,1,3,3,1,2,2,10091903
0,0,1,1,0,1,3,10091905
1,0,4,3,1,2,3,10091907
1,1,2,2,1,1,3,10091910
0,0,1,2,0,0,2,10091912
0,0,1,1,0,0,3,10091915
1,1,2,2,1,1,1,10091918
1,0,3,2,1,1,1,10091920
2,0,1,2,0,3,3,10091922
0,0,1,3,0,0,1,10091925
0,0,1,2,0,2,2,10091926
1,1,1,3,0,2,3,10091930
1,1,1,1,1,2,2,10091932
1,1,1,1,1,1,2,10091937
0,1,2,2,0,0,1,10091938
1,1,3,3,1,2,1,10091939
1,0,2,3,0,0,2,10091941
0,0,4,3,0,0,1,10091942
0,0,1,2,0,0,2,10091944
1,1,2,3,1,0,1,10091946
0,1,1,3,0,0,3,10091948
0,1,1,1,0,0,2,10091955
1,1,1,1,1,2,2,10091962
0,0,2,3,0,0,1,10091963
2,1,3,3,1,3,2,10091965
0,0,3,2,0,1,3,10091978
2,1,1,2,1,2,3,10091979
1,1,3,3,0,1,3,10091981
0,0,3,3,0,0,1,10091983
1,1,3,3,1,0,4,10091984
1,1,1,2,1,2,3,10091985
1,0,3,3,0,0,2,10091986
1,1,2,3,1,2,2,10091987
1,1,3,3,1,1,3,10091988
1,1,3,3,0,2,3,10091989
0,0,2,2,0,0,4,10091990
1,0,3,3,0,1,2,10091992
1,1,2,3,0,1,2,10091997
1,1,1,2,1,2,2,10091998
0,1,1,1,0,0,3,10091999
1,0,3,3,0,2,1,10092003
1,1,4,3,0,1,3,10092008
1,1,4,3,1,1,2,10092009
1,1,3,3,1,1,2,10092011
2,0,2,2,0,2,2,10092015
1,1,3,3,1,0,2,10092016
1,0,3,3,1,2,3,10092017
1,0,3,3,1,1,3,10092022
1,0,3,3,0,0,3,10092024
1,1,3,3,1,2,1,10092025
2,0,3,3,0,2,3,10092030
1,1,3,2,1,2,3,10092031
1,0,3,3,1,2,3,10092032
1,1,3,3,1,2,3,10092035
1,0,3,3,1,1,2,10092040
1,0,2,3,1,1,3,10092042
1,1,1,3,1,2,1,10092044
1,1,3,2,1,2,2,10092045
0,1,2,3,0,0,1,10092051
1,0,2,2,0,2,2,10092066
1,1,4,3,1,0,3,10092071
1,0,2,3,0,2,2,10092074
1,1,1,3,1,1,2,10092088
1,0,3,2,0,2,2,10092091
1,1,3,3,1,2,3,10092095
1,1,2,2,0,2,2,10092098
1,1,1,1,1,2,3,10092100
1,0,3,3,0,1,1,10092104
1,0,3,3,0,2,3,10092111
0,1,3,3,0,2,1,10092113
2,1,1,2,1,2,3,10092116
1,0,4,2,1,2,2,10092117
0,0,2,2,0,0,2,10092118
0,0,2,3,0,0,2,10092122
1,1,4,3,1,1,1,10092126
1,1,4,3,1,1,4,10092127
1,0,2,2,0,1,2,10092130
1,0,1,1,0,2,3,10092131
1,1,3,3,1,0,2,10092135
1,0,3,2,0,1,2,10092137
2,0,1,1,0,1,3,10092138
1,1,2,2,0,2,2,10092140
1,0,3,2,1,1,3,10092142
2,0,1,3,0,2,3,10092144
0,1,1,1,0,0,3,10092145
1,0,1,3,0,2,3,10092146
1,0,1,3,0,0,2,10092147
1,0,4,3,1,0,2,10092149
1,0,1,1,0,2,3,10092151
1,0,3,3,0,0,2,10092153
1,1,3,3,1,2,3,10092154
1,1,3,2,1,1,1,10092156
0,0,2,2,0,0,2,10092164
0,0,1,2,0,0,2,10092167
1,1,3,3,1,1,3,10092168
1,1,3,3,0,1,2,10092176
1,1,2,2,1,2,2,10092180
1,1,3,3,1,0,2,10092183
1,0,1,1,0,2,3,10092184
0,1,1,1,0,0,2,10092185
1,1,3,3,1,0,4,10092186
0,0,4,3,0,0,2,10092193
0,0,2,2,0,0,1,10092194
1,1,3,3,1,2,2,10092196
0,0,3,3,0,0,2,10092199
0,0,1,1,0,0,2,10092200
1,0,2,2,0,2,2,10092203
1,0,1,1,0,2,2,10092204
2,0,1,2,0,2,3,10092210
1,1,3,3,1,1,4,10092212
1,1,1,2,1,1,3,10092214
1,0,4,3,0,1,3,10092215
0,0,3,3,0,0,2,10092219
1,0,2,3,0,2,2,10092220
0,1,1,1,0,0,2,10092224
1,0,3,3,1,1,4,10092226
1,1,4,3,1,2,2,10092227
1,1,1,3,1,1,3,10092228
1,0,2,2,0,2,2,10092229
1,0,1,3,0,2,3,10092233
1,0,3,3,1,1,3,10092235
1,0,1,1,0,2,3,10092237
1,1,2,2,1,2,3,10092238
2,0,3,3,0,3,2,10092239
1,1,3,2,1,2,2,10092240
1,1,3,3,1,1,3,10092248
1,0,2,3,0,1,3,10092255
1,0,1,3,0,2,3,10092257
1,1,1,1,1,1,1,10092261
1,0,4,3,0,0,2,10092263
1,1,4,3,1,1,3,10092265
1,0,3,3,1,2,2,10092266
0,1,2,3,0,2,2,10092268
1,0,4,3,0,2,2,10092269
1,1,3,3,1,0,2,10092273
1,0,3,3,0,1,1,10092275
1,0,1,3,0,2,3,10092280
1,1,3,3,0,1,2,10092281
2,1,4,3,1,1,2,10092283
0,1,1,1,0,0,2,10092286
2,0,1,3,0,3,1,10092287
2,1,4,3,0,3,3,10092289
1,1,4,3,1,0,4,10092291
0,1,3,3,0,2,1,10092292
1,0,3,2,0,0,1,10092295
0,0,3,3,0,2,3,10092297
1,0,2,2,0,2,2,10092305
1,0,3,3,0,2,2,10092307
1,0,3,3,1,1,4,10092309
1,1,3,3,1,1,1,10092316
1,1,3,3,1,2,2,10092318
1,1,3,3,0,1,3,10092328
1,1,1,1,1,1,1,10092332
1,0,1,1,0,2,2,10092335
1,0,3,3,0,2,2,10092338
1,1,4,3,1,1,3,10092339
0,0,2,3,0,0,2,10092341
1,0,1,2,0,2,2,10092343
1,1,3,3,1,1,1,10092344
2,1,3,3,0,0,2,10092350
1,0,1,2,1,2,1,10092351
2,1,2,2,1,3,3,10092352
0,0,1,1,0,0,1,10092355
0,1,1,3,0,1,2,10092356
1,1,3,3,1,1,3,10092357
1,1,3,3,1,2,3,10092358
1,1,3,3,1,1,3,10092359
1,1,4,3,1,1,3,10092360
1,1,2,2,1,1,4,10092362
1,0,2,2,0,2,2,10092364
1,0,3,2,1,2,3,10092366
0,0,1,1,0,0,2,10092373
0,0,2,2,0,2,3,10092379
1,1,1,1,0,2,1,10092381
2,0,3,1,0,2,4,10092387
1,0,1,2,1,2,2,10092389
1,1,3,3,1,2,2,10092392
1,1,3,3,1,2,2,10092395
2,0,4,3,1,0,2,10092399
0,0,1,1,0,0,1,10092402
1,1,3,3,1,0,2,10092403
2,1,3,2,1,0,1,10092404
1,0,4,3,0,0,2,10092405
1,1,2,2,1,2,2,10092406
0,0,1,1,0,0,2,10092407
1,0,3,3,0,2,3,10092412
1,1,4,3,0,2,3,10092413
1,1,3,3,1,1,3,10092414
1,0,3,3,1,0,1,10092418
0,1,1,3,0,0,1,10092420
0,0,1,1,0,0,2,10092422
1,1,3,3,1,1,1,10092424
0,1,2,2,0,0,1,10092427
1,1,1,1,0,1,2,10092428
1,1,3,3,1,2,1,10092431
2,0,3,3,0,0,2,10092437
1,1,4,3,1,2,4,10092439
1,1,4,2,1,2,1,10092442
0,0,1,2,0,0,2,10092443
1,0,2,2,0,2,4,10092444
1,0,4,2,0,1,3,10092455
0,0,2,3,0,0,1,10092458
2,0,1,1,0,0,1,10092461
1,0,3,3,0,2,3,10092463
0,0,2,3,0,0,2,10092465
1,0,4,3,1,1,3,10092466
2,0,1,3,0,2,1,10092467
1,0,3,3,1,1,1,10092468
1,1,3,3,1,2,3,10092469
1,0,3,3,1,1,3,10092471
0,0,1,1,0,0,2,10092476
0,0,3,3,0,0,2,10092477
1,0,3,3,0,2,3,10092480
2,0,1,2,0,0,2,10092481
1,0,3,3,0,2,2,10092483
1,1,2,2,1,2,2,10092484
1,1,3,3,1,2,2,10092486
1,0,2,2,1,2,2,10092487
1,0,3,3,1,1,3,10092488
0,0,1,1,0,0,2,10092489
0,1,3,3,0,0,1,10092492
0,0,1,2,0,0,3,10092493
1,1,1,1,1,1,2,10092494
0,0,1,1,0,0,2,10092497
1,0,1,1,0,2,2,10092500
1,1,3,3,0,1,1,10092505
2,0,3,3,0,3,1,10092509
2,0,3,3,1,2,1,10092513
1,1,3,3,1,2,2,10092514
1,1,3,3,1,2,2,10092516
0,0,3,3,0,0,1,10092519
0,0,2,2,0,0,2,10092521
0,0,1,2,0,0,1,10092527
1,1,3,3,1,2,3,10092528
1,1,3,3,1,0,2,10092536
1,1,1,2,1,0,2,10092542
1,0,2,3,1,2,3,10092544
1,1,3,3,1,2,3,10092547
0,0,1,2,0,0,3,10092548
1,1,1,1,1,2,1,10092549
1,1,3,2,1,2,3,10092550
0,0,3,2,0,1,2,10092551
2,0,3,3,0,3,2,10092554
1,1,4,3,1,0,2,10092558
2,0,2,2,0,3,2,10092559
1,1,2,2,1,2,2,10092561
2,1,2,1,1,1,2,10092566
0,1,1,3,0,0,3,10092567
1,1,4,3,0,1,2,10092568
1,1,3,3,1,2,3,10092569
1,1,3,3,1,0,2,10092574
1,1,4,3,1,0,2,10092576
1,1,2,2,0,2,1,10092577
0,0,3,3,0,1,2,10092582
0,1,1,2,0,0,2,10092586
1,1,3,3,1,0,2,10092589
1,0,4,3,0,1,3,10092590
2,0,1,2,1,3,3,10092593
1,0,1,2,0,1,3,10092595
0,1,4,3,0,0,2,10092596
1,1,1,2,1,2,2,10092601
1,0,4,3,0,1,3,10092602
1,1,1,1,1,1,2,10092604
0,0,3,2,0,0,4,10092610
1,0,3,3,1,0,3,10092611
1,1,2,3,1,2,3,10092612
1,0,2,3,1,0,1,10092613
2,1,3,3,0,0,2,10092614
1,0,2,2,1,2,2,10092619
1,0,2,2,0,2,4,10092623
1,1,2,3,1,2,4,10092625
1,0,2,3,0,2,3,10092627
1,0,2,3,0,2,3,10092631
0,1,2,2,0,0,2,10092633
1,0,2,3,0,0,3,10092634
1,0,2,2,0,2,2,10092636
1,0,3,3,0,2,4,10092643
1,0,3,3,0,1,2,10092644
1,0,2,2,0,2,2,10092646
1,0,1,1,1,2,3,10092654
0,0,1,2,0,0,2,10092655
0,0,1,1,0,0,1,10092656
0,1,2,3,0,0,4,10092661
1,1,2,2,0,1,3,10092664
1,0,1,3,1,2,3,10092670
1,1,3,2,1,1,2,10092674
1,0,3,3,1,1,3,10092679
1,1,3,3,1,2,1,10092684
0,0,2,2,0,0,2,10092685
1,0,3,3,0,2,2,10092686
1,1,1,2,1,2,2,10092694
0,0,1,2,0,2,2,10092696
1,0,3,3,0,2,2,10092698
1,1,3,3,1,0,2,10092700
1,1,1,3,1,2,1,10092701
1,1,1,3,1,2,3,10092703
1,1,3,3,1,2,3,10092705
1,1,3,3,1,2,3,10092706
0,1,2,3,0,0,2,10092710
1,1,3,3,1,0,3,10092715
0,0,3,3,0,0,2,10092716
1,1,1,1,1,2,1,10092718
1,1,3,3,1,1,3,10092720
0,0,1,2,0,0,1,10092725
0,0,3,3,0,0,1,10092728
0,0,1,1,0,0,1,10092729
0,0,1,2,0,0,2,10092732
2,1,3,3,1,3,3,10092734
1,1,1,1,1,2,2,10092736
1,1,4,3,0,2,1,10092740
1,1,3,3,1,1,2,10092741
1,1,1,2,1,2,1,10092746
2,0,3,2,0,0,2,10092751
1,0,3,3,0,2,2,10092752
1,1,3,3,0,2,1,10092758
0,0,1,1,0,0,2,10092765
1,1,3,3,1,2,2,10092773
1,1,1,3,1,0,1,10092774
1,0,3,3,0,2,3,10092775
0,0,2,2,0,0,2,10092777
1,0,1,1,0,1,2,10092779
0,1,2,3,0,0,4,10092781
0,1,1,3,1,1,3,10092783
1,1,2,2,1,0,1,10092784
2,1,3,2,1,2,3,10092788
2,1,4,3,1,3,3,10092790
1,1,2,2,1,1,2,10092792
1,0,3,3,1,1,2,10092793
1,1,3,3,0,1,3,10092794
1,0,2,2,1,2,1,10092796
1,0,2,3,1,2,3,10092797
1,0,2,2,1,1,4,10092798
0,0,3,3,0,0,4,10092801
2,1,2,3,0,3,3,10092802
1,0,2,3,1,0,1,10092804
1,0,1,3,1,0,1,10092808
1,0,1,3,0,2,2,10092809
0,0,2,2,0,0,1,10092811
1,1,1,1,1,2,4,10092813
2,1,3,3,1,0,1,10092814
0,0,2,2,0,1,2,10092816
1,1,4,3,1,2,3,10092818
1,1,1,1,1,2,2,10092819
0,0,1,3,0,0,2,10092820
2,1,1,3,1,3,4,10092821
1,0,3,3,1,2,3,10092827
1,1,1,3,1,0,1,10092833
2,1,3,3,1,0,2,10092836
1,1,1,1,1,2,2,10092838
0,1,1,2,0,0,2,10092840
1,0,3,3,0,2,2,10092841
2,1,1,2,0,3,2,10092845
1,0,1,1,0,2,2,10092847
1,0,2,2,0,2,2,10092848
1,1,2,2,1,1,3,10092849
2,0,1,3,0,3,2,10092852
2,0,4,3,1,0,2,10092853
1,0,1,3,0,2,2,10092854
0,0,1,1,0,0,2,10092855
1,0,2,2,0,0,2,10092856
2,1,2,3,1,0,2,10092863
2,1,1,1,1,2,2,10092866
1,0,2,3,1,2,4,10092870
2,0,2,3,1,0,4,10092871
1,1,3,3,1,1,1,10092872
2,1,1,3,1,3,3,10092875
1,0,3,3,0,2,3,10092878
1,1,3,3,1,2,3,10092886
0,1,2,2,1,0,1,10092887
0,0,2,2,0,0,2,10092892
1,1,3,3,0,2,3,10092893
1,1,3,3,1,0,2,10092895
1,0,1,1,0,2,2,10092896
1,1,1,3,1,2,3,10092903
1,0,1,2,0,2,2,10092904
1,0,1,1,0,2,2,10092905
2,1,4,3,1,0,2,10092906
1,0,3,3,1,2,4,10092907
0,1,2,2,0,0,1,10092912
1,0,3,3,1,2,4,10092918
0,0,1,1,0,0,2,10092919
2,1,3,3,1,3,1,10092920
1,0,3,2,0,1,1,10092922
1,1,1,1,1,2,2,10092925
1,0,3,3,1,1,4,10092926
2,0,3,2,1,1,3,10092931
1,1,4,3,1,2,4,10092934
1,0,1,3,1,1,2,10092936
1,0,1,3,1,2,3,10092938
1,1,2,2,1,2,1,10092939
1,0,2,2,0,2,2,10092940
1,0,1,2,0,2,2,10092943
2,1,3,3,1,0,2,10092945
0,0,3,3,0,0,3,10092947
1,1,3,3,1,2,3,10092954
1,1,2,2,1,2,3,10092957
0,0,3,3,0,0,2,10092959
0,0,1,1,0,0,2,10092969
1,0,3,3,0,1,1,10092970
1,0,2,3,1,2,3,10092971
1,1,3,3,1,2,2,10092978
1,0,4,3,0,2,3,10092980
1,0,3,3,0,0,4,10092981
1,1,2,3,1,2,2,10092982
1,0,3,3,0,2,2,10092983
1,1,3,3,0,2,3,10092987
1,1,1,3,0,2,2,10092990
1,0,2,2,1,1,1,10092991
1,0,3,3,0,0,2,10092993
0,0,1,1,0,0,2,10092998
1,1,1,3,0,1,2,10092999
1,1,3,3,1,1,2,10093001
1,0,1,2,1,1,4,10093005
0,1,3,2,0,0,1,10093006
1,0,2,2,0,1,1,10093007
1,0,3,3,0,1,4,10093009
0,0,1,2,0,0,2,10093024
2,1,3,3,1,2,2,10093028
0,0,1,1,0,0,1,10093029
1,1,2,3,1,1,2,10093035
1,0,1,3,0,2,3,10093039
1,1,3,3,1,2,3,10093040
1,1,2,3,1,1,2,10093042
1,1,3,3,1,1,4,10093050
1,0,3,3,1,0,2,10093051
1,1,3,2,1,1,3,10093052
0,1,3,3,0,0,3,10093053
1,1,1,2,1,0,1,10093054
1,1,1,2,1,1,1,10093055
1,0,2,3,0,2,1,10093058
0,0,1,1,0,0,2,10093062
1,1,2,3,1,0,3,10093064
0,1,2,2,0,0,2,10093067
1,0,2,1,1,2,2,10093068
2,0,3,2,0,1,3,10093070
1,0,3,2,0,1,2,10093071
0,0,1,3,0,0,3,10093072
1,1,3,3,0,1,3,10093073
1,1,3,3,1,2,1,10093079
2,1,4,3,1,2,4,10093080
1,1,4,3,1,1,3,10093084
2,0,1,2,0,2,3,10093086
2,1,3,3,1,0,3,10093089
1,1,2,2,0,1,2,10093091
1,1,4,3,1,2,4,10093092
1,0,3,3,0,2,4,10093093
1,1,1,3,1,1,3,10093094
1,1,2,3,0,1,3,10093097
0,0,3,3,0,0,2,10093098
1,0,3,3,0,0,2,10093103
1,0,3,3,0,0,2,10093105
0,0,1,1,0,0,2,10093107
1,1,2,2,1,2,2,10093109
1,0,3,2,0,2,2,10093111
1,0,1,3,1,2,2,10093114
1,0,3,3,0,0,2,10093117
2,0,1,1,0,3,4,10093118
0,0,4,3,0,0,4,10093123
2,1,4,3,0,3,1,10093126
1,1,2,3,0,2,1,10093129
1,1,3,2,1,2,3,10093130
1,0,3,3,0,1,3,10093135
1,0,4,3,1,1,2,10093139
1,0,2,3,1,1,2,10093140
1,1,4,3,1,1,1,10093144
1,1,3,3,1,1,2,10093146
1,1,3,3,1,2,3,10093152
1,1,3,3,1,0,3,10093154
0,0,1,1,0,0,4,10093155
0,1,1,3,0,0,2,10093158
1,0,2,3,0,1,1,10093159
1,1,3,3,1,1,3,10093163
1,1,3,3,1,2,3,10093172
2,0,1,1,0,2,2,10093176
1,0,1,1,0,2,2,10093177
1,0,3,3,1,2,3,10093179
0,0,1,2,0,0,2,10093181
1,0,3,3,0,0,2,10093183
0,0,2,3,0,0,2,10093188
1,0,3,3,0,2,4,10093189
1,0,1,1,0,2,2,10093193
1,0,3,3,0,2,2,10093196
2,0,1,2,0,0,2,10093197
1,1,1,1,0,1,2,10093201
1,0,1,2,0,2,3,10093205
1,0,3,3,1,2,3,10093211
1,0,2,3,0,2,3,10093212
1,1,1,2,1,2,2,10093216
1,0,3,3,1,2,4,10093218
0,0,1,1,0,0,2,10093219
1,0,3,3,0,0,1,10093222
1,1,1,2,1,0,1,10093225
1,1,3,3,1,1,3,10093231
1,0,1,3,0,2,2,10093234
1,1,3,3,0,1,2,10093236
1,0,1,1,0,2,1,10093239
1,0,3,2,1,0,1,10093245
1,1,1,3,1,2,1,10093246
1,1,3,3,0,2,3,10093247
1,1,1,2,1,1,1,10093249
2,0,3,3,1,0,2,10093250
1,1,2,2,1,1,1,10093253
2,0,4,3,0,3,3,10093258
1,0,1,2,0,2,3,10093264
1,0,3,3,0,1,3,10093268
0,0,1,2,0,0,3,10093269
1,1,1,3,1,0,1,10093271
0,1,1,2,0,0,2,10093272
1,0,4,3,0,0,2,10093273
1,1,3,3,1,1,3,10093274
1,1,1,1,0,1,2,10093275
1,1,3,3,0,0,2,10093283
1,1,3,3,1,2,3,10093291
1,1,3,3,1,1,2,10093294
1,1,3,2,0,2,1,10093300
1,1,3,3,0,1,2,10093303
1,1,3,3,1,1,2,10093304
1,1,4,3,1,2,3,10093305
1,1,3,3,1,1,3,10093311
1,1,3,3,1,2,4,10093316
1,1,1,2,1,2,3,10093321
1,0,3,3,0,2,2,10093322
0,0,3,3,0,0,2,10093324
1,0,2,2,0,2,2,10093326
1,0,3,3,0,0,2,10093333
1,1,3,3,1,0,1,10093335
1,0,3,3,0,2,3,10093337
1,1,3,3,1,1,2,10093340
0,1,1,3,0,0,1,10093343
1,1,2,2,1,2,2,10093344
0,0,1,3,0,0,4,10093345
1,1,3,3,1,0,2,10093346
2,0,1,1,0,3,1,10093348
0,0,1,3,0,0,2,10093354
2,1,2,2,0,0,2,10093355
1,0,1,1,0,2,2,10093356
1,0,3,3,1,0,1,10093362
1,0,3,2,0,0,2,10093363
1,1,3,3,1,2,3,10093367
1,0,1,1,0,2,3,10093368
0,0,3,3,0,0,2,10093369
1,1,3,3,1,1,3,10093373
0,0,1,1,0,0,3,10093380
2,1,1,1,1,0,2,10093381
1,1,2,2,1,2,3,10093384
1,0,3,3,0,2,3,10093387
0,0,3,3,0,0,2,10093390
1,1,2,3,0,2,2,10093391
2,1,4,3,1,1,3,10093392
1,1,4,3,1,1,3,10093393
1,0,2,3,0,2,1,10093394
1,1,2,2,1,2,1,10093398
1,0,3,3,1,0,2,10093399
2,1,3,3,1,0,2,10093402
0,0,1,2,0,0,2,10093405
1,0,3,3,0,1,2,10093410
0,0,1,1,0,0,1,10093411
2,1,3,3,1,1,3,10093412
1,0,1,1,0,1,2,10093414
1,1,2,3,1,2,2,10093416
0,1,1,1,0,0,2,10093418
1,1,3,3,1,1,3,10093422
1,1,2,3,1,2,1,10093423
1,1,3,3,0,1,2,10093424
1,1,3,2,1,0,2,10093426
1,0,3,3,0,2,1,10093428
1,1,2,2,1,2,3,10093431
0,0,1,2,0,0,2,10093432
1,0,1,2,0,2,1,10093434
1,0,3,3,0,2,2,10093436
1,1,1,2,1,1,3,10093438
1,0,2,3,1,2,3,10093441
1,1,3,3,0,2,2,10093442
1,1,3,3,1,1,2,10093443
2,1,3,3,1,2,2,10093444
1,1,3,3,1,2,3,10093446
1,0,3,3,0,0,1,10093447
2,0,1,3,1,2,1,10093449
0,1,3,3,0,0,2,10093450
1,0,2,2,0,2,3,10093452
0,0,3,3,0,0,1,10093460
1,0,3,3,0,0,2,10093461
1,0,1,2,0,2,3,10093466
1,1,2,3,1,2,1,10093467
1,0,1,1,1,2,1,10093468
2,0,3,3,1,0,2,10093470
0,0,1,1,0,0,2,10093471
1,0,3,3,1,2,2,10093472
0,1,2,3,0,0,2,10093478
1,0,3,3,0,2,2,10093485
1,0,2,1,0,2,2,10093486
1,1,2,2,1,0,2,10093489
1,0,3,2,0,2,3,10093492
1,1,4,3,0,2,2,10093493
1,0,1,3,0,1,3,10093495
1,0,3,3,0,2,2,10093497
2,1,1,2,0,3,3,10093499
1,0,1,1,0,1,2,10093501
1,0,1,2,1,0,2,10093502
1,0,3,3,1,1,3,10093503
1,1,4,3,1,1,4,10093504
1,1,3,3,0,1,2,10093507
1,0,1,1,0,2,1,10093512
1,0,1,1,0,2,2,10093516
0,1,2,2,1,1,2,10093518
2,1,2,3,0,3,3,10093520
1,0,3,3,1,2,3,10093522
0,0,2,3,0,0,3,10093534
0,0,3,3,0,1,2,10093539
1,1,3,3,1,2,3,10093541
1,0,1,2,0,2,1,10093546
1,0,1,2,1,2,3,10093548
1,1,1,3,0,2,3,10093551
1,0,3,3,0,2,3,10093553
1,0,1,1,1,0,1,10093554
1,0,3,3,0,2,3,10093555
1,0,3,3,1,0,1,10093561
0,0,3,3,0,0,2,10093562
1,1,3,3,1,1,3,10093563
0,0,1,3,0,0,2,10093569
1,0,1,3,0,2,3,10093570
0,0,2,2,0,0,1,10093571
0,0,1,2,0,0,1,10093572
0,0,4,3,0,1,3,10093574
1,1,1,3,0,2,4,10093578
1,1,3,1,1,1,1,10093579
1,0,1,2,0,2,2,10093589
1,0,1,1,0,2,2,10093590
1,1,4,3,0,2,3,10093591
1,1,4,3,1,2,3,10093592
0,1,2,2,0,0,2,10093593
1,1,3,3,1,2,2,10093596
1,1,3,3,1,2,1,10093598
0,0,1,1,0,0,4,10093601
1,0,3,3,1,0,2,10093602
1,0,2,2,0,2,3,10093603
0,0,1,1,0,0,2,10093610
1,1,3,3,1,2,2,10093615
1,1,4,3,1,1,3,10093617
0,0,3,3,0,0,1,10093621
0,0,3,3,0,0,2,10093623
1,1,2,2,1,2,1,10093627
0,0,2,2,0,0,2,10093629
0,1,1,1,0,0,2,10093633
2,0,3,3,1,1,2,10093636
1,1,1,1,1,1,2,10093642
1,1,3,3,1,0,1,10093645
2,0,3,3,1,0,2,10093646
0,0,3,3,0,2,1,10093648
1,0,3,2,0,2,3,10093649
1,1,3,3,1,2,4,10093650
1,1,3,3,1,0,3,10093651
1,0,1,3,0,2,1,10093652
1,0,3,3,0,1,2,10093653
1,0,3,3,0,0,2,10093655
1,0,1,2,1,0,2,10093659
1,0,1,3,0,2,3,10093662
1,1,3,3,1,1,3,10093664
1,0,3,3,1,1,3,10093665
1,0,2,2,0,2,3,10093666
1,1,3,3,1,2,3,10093669
1,1,3,3,1,1,3,10093680
1,1,2,3,1,2,3,10093685
2,1,3,3,1,0,2,10093687
1,1,2,2,1,2,2,10093691
1,1,3,3,1,1,4,10093696
1,0,1,3,0,2,3,10093697
1,0,1,1,0,2,2,10093700
1,0,1,2,0,2,2,10093701
0,0,3,3,0,0,3,10093704
0,0,1,1,0,0,2,10093705
0,1,3,3,0,0,2,10093706
1,0,3,3,0,0,1,10093707
1,0,2,3,0,2,1,10093709
1,0,3,3,0,0,2,10093720
1,1,3,2,1,1,3,10093721
1,0,2,3,0,2,3,10093725
1,0,4,3,0,1,4,10093726
1,0,2,3,0,1,2,10093729
1,0,3,3,1,1,3,10093731
0,1,3,3,0,0,2,10093736
1,1,2,3,0,1,3,10093741
1,1,2,2,0,2,2,10093742
1,1,1,2,1,2,2,10093743
1,0,1,3,0,0,2,10093744
1,1,4,3,1,0,2,10093747
0,0,3,2,0,0,2,10093750
1,0,3,3,0,2,2,10093751
1,1,3,3,1,0,2,10093752
2,1,1,3,1,2,3,10093760
1,1,1,3,1,2,3,10093761
1,1,1,3,1,2,3,10093762
0,0,2,2,0,1,2,10093763
2,0,3,3,0,2,4,10093764
2,0,1,1,0,3,2,10093768
1,0,1,2,0,2,2,10093770
0,0,1,1,0,0,2,10093774
1,1,3,3,1,1,4,10093776
1,1,1,2,0,2,1,10093782
1,0,1,3,0,0,1,10093783
1,0,3,3,0,2,1,10093787
1,0,3,3,1,1,2,10093795
1,1,2,2,1,2,2,10093797
0,0,2,3,0,0,3,10093802
0,0,1,1,0,0,1,10093803
1,0,3,3,0,0,1,10093805
1,0,4,3,1,1,4,10093807
0,1,2,3,0,2,2,10093808
1,1,1,3,1,1,3,10093809
1,1,1,1,0,2,2,10093810
1,1,3,3,1,0,2,10093811
1,0,3,2,1,2,2,10093816
1,0,3,3,0,2,1,10093817
1,0,3,2,1,1,2,10093821
2,0,2,2,0,0,2,10093822
0,0,2,3,0,1,2,10093823
1,0,4,3,0,1,3,10093825
2,0,1,2,0,3,3,10093829
1,1,2,3,1,0,1,10093830
0,0,1,3,0,0,1,10093832
1,0,2,2,0,2,3,10093836
0,0,3,3,0,0,2,10093839
0,1,1,3,0,0,2,10093842
1,1,4,3,1,1,3,10093843
1,0,1,3,1,1,4,10093845
1,0,1,2,0,2,2,10093847
1,0,1,1,1,0,2,10093852
2,0,1,1,0,2,2,10093858
1,1,3,3,1,2,1,10093860
1,1,3,3,1,2,2,10093861
